measure_start,measure_end,object,value,id,quarterlength,offset,type
1,,<music21.note.Rest dotted-whole>,note,N1,6.0,0.0,GeneralNote
1,,<music21.note.Note B->,note,N2,2.0,0.0,GeneralNote
1,,<music21.chord.Chord E-4 G-4>,note,N3,2.0,0.0,GeneralNote
1,,<music21.note.Rest dotted-whole>,note,N4,6.0,0.0,GeneralNote
1,,<music21.note.Rest quarter>,note,N5,1.0,2.0,GeneralNote
1,,<music21.chord.Chord E-4 G-4>,note,N6,2.0,2.0,GeneralNote
1,,<music21.note.Rest eighth>,note,N7,0.5,3.0,GeneralNote
1,,<music21.note.Note B->,note,N8,0.5,3.5,GeneralNote
1,,<music21.note.Note E->,note,N9,1.5,4.0,GeneralNote
1,,<music21.chord.Chord E-4 G-4>,note,N10,2.0,4.0,GeneralNote
1,,<music21.note.Note G->,note,N11,0.5,5.5,GeneralNote
1,2,<music21.spanner.Slur <music21.note.Note B-><music21.note.Note C->>,slur,N1027,2.5,0.0,Slur
1,,<music21.dynamics.Dynamic pp>,pp,N1069,,,DynamicPoint
1,,<music21.expressions.TextExpression 'Lento'>,Lento,N1125,0.0,0.0,TextExpression
1,,<music21.tempo.MetronomeMark Quarter=52.5 (playback only)>,None,N1133,0.0,0.0,TempoIndication
1,,<music21.tempo.MetronomeMark largo Half=48>,largo,N1134,0.0,0.0,TempoIndication
1,,<music21.tempo.MetronomeMark Quarter=52.5 (playback only)>,None None,N1135,0.0,0.0,MetronomeMark
1,,<music21.tempo.MetronomeMark largo Half=48>,largo 48,N1136,0.0,0.0,MetronomeMark
2,,<music21.note.Rest dotted-whole>,note,N12,6.0,6.0,GeneralNote
2,,<music21.note.Note C->,note,N13,2.0,6.0,GeneralNote
2,,<music21.chord.Chord E-4 A-4>,note,N14,2.0,6.0,GeneralNote
2,,<music21.note.Rest dotted-whole>,note,N15,6.0,6.0,GeneralNote
2,,<music21.note.Rest quarter>,note,N16,1.0,8.0,GeneralNote
2,,<music21.chord.Chord E-4 A-4 C-5>,note,N17,2.0,8.0,GeneralNote
2,,<music21.note.Rest eighth>,note,N18,0.5,9.0,GeneralNote
2,,<music21.note.Note E->,note,N19,0.5,9.5,GeneralNote
2,,<music21.note.Note A->,note,N20,1.5,10.0,GeneralNote
2,,<music21.chord.Chord E-4 A-4 C-5>,note,N21,2.0,10.0,GeneralNote
2,,<music21.note.Note C->,note,N22,0.5,11.5,GeneralNote
2,3,<music21.spanner.Slur <music21.note.Note E-><music21.note.Note D>>,slur,N1028,2.5,0.0,Slur
2,3,<music21.dynamics.Crescendo <music21.note.Note E-><music21.note.Note D>>,diminuendo,N1088,,,DynamicRegion
3,,<music21.note.Rest half>,note,N23,2.0,12.0,GeneralNote
3,,<music21.note.Note D>,note,N24,2.0,12.0,GeneralNote
3,,<music21.chord.Chord E-4 F4 A-4>,note,N25,2.0,12.0,GeneralNote
3,,<music21.note.Rest dotted-whole>,note,N26,6.0,12.0,GeneralNote
3,,<music21.note.Rest quarter>,note,N27,1.0,13.0,GeneralNote
3,,<music21.note.Rest quarter>,note,N28,1.0,13.0,GeneralNote
3,,<music21.note.Rest quarter>,note,N29,1.0,14.0,GeneralNote
3,,<music21.note.Rest quarter>,note,N30,1.0,14.0,GeneralNote
3,,<music21.chord.Chord D4 F4 A-4>,note,N31,2.0,14.0,GeneralNote
3,,<music21.note.Rest eighth>,note,N32,0.5,15.0,GeneralNote
3,,<music21.note.Rest eighth>,note,N33,0.5,15.0,GeneralNote
3,,<music21.note.Rest eighth>,note,N34,0.5,15.5,GeneralNote
3,,<music21.note.Note F>,note,N35,0.5,15.5,GeneralNote
3,,<music21.note.Note A->,note,N36,0.125,16.0,GeneralNote
3,,<music21.note.Note A->,note,N37,1.0,16.0,GeneralNote
3,,<music21.chord.Chord D4 F4>,note,N38,2.0,16.0,GeneralNote
3,,<music21.note.Note B->,note,N39,0.125,16.125,GeneralNote
3,,<music21.note.Note A->,note,N40,0.75,16.25,GeneralNote
3,,<music21.note.Rest quarter>,note,N41,1.0,17.0,GeneralNote
3,,<music21.note.Note A->,note,N42,0.25,17.0,GeneralNote
3,,<music21.note.Note G->,note,N43,0.25,17.25,GeneralNote
3,,<music21.note.Note A->,note,N44,0.25,17.5,GeneralNote
3,,<music21.note.Note B->,note,N45,0.25,17.75,GeneralNote
